Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Risk_Binary,Age_Group,Credit_Group,Duration_Group,Credit_Per_Month,Sex_Encoded,Housing_Encoded,Saving accounts_Encoded,Checking account_Encoded,Purpose_Encoded,Age_Group_Encoded,Credit_Group_Encoded,Duration_Group_Encoded,Risk_Probability,Credit_Score,Risk_Category
45,male,1,own,quite rich,unknown,1750,6,radio/TV,good,0,36-45,Low,<1 year,291.6666666666667,1,1,2,3,5,2,1,4,0.0,1000,Excellent
34,male,2,own,little,little,6999,48,radio/TV,bad,1,26-35,High,3-4 years,145.8125,1,1,0,0,5,1,0,2,0.84,160,Very Poor
27,male,2,own,moderate,moderate,1995,12,car,good,0,26-35,Low,<1 year,166.25,1,1,1,1,1,1,1,4,0.1,900,Excellent
67,female,3,own,little,moderate,1199,9,education,good,0,55+,Low,<1 year,133.22222222222223,0,1,0,1,3,4,1,4,0.12,880,Excellent
22,male,2,own,little,moderate,1331,12,radio/TV,bad,1,18-25,Low,<1 year,110.91666666666667,1,1,0,1,5,0,1,4,0.73,270,Very Poor
28,female,2,own,moderate,moderate,2278,18,car,bad,1,26-35,Low,1-2 years,126.55555555555556,0,1,1,1,1,1,1,0,0.93,69,Very Poor
29,female,2,own,unknown,unknown,5003,21,car,bad,1,26-35,High,1-2 years,238.23809523809524,0,1,4,3,1,1,0,0,0.66,339,Very Poor
27,male,2,own,little,little,3552,24,furniture/equipment,bad,1,26-35,Medium,1-2 years,148.0,1,1,0,0,4,1,2,0,0.9,99,Very Poor
31,male,1,own,little,moderate,1928,18,furniture/equipment,bad,1,26-35,Low,1-2 years,107.11111111111111,1,1,0,1,4,1,1,0,0.96,40,Very Poor
49,male,2,free,unknown,little,2964,24,car,good,0,46-55,Low,1-2 years,123.5,1,0,4,0,1,3,1,0,0.16,840,Excellent
24,male,1,rent,little,little,1546,24,radio/TV,bad,1,18-25,Low,1-2 years,64.41666666666667,1,2,0,0,5,0,1,0,0.87,130,Very Poor
29,female,2,own,little,rich,683,6,radio/TV,good,0,26-35,Very Low,<1 year,113.83333333333333,0,1,0,2,5,1,4,4,0.26,740,Good
37,male,2,free,unknown,moderate,12389,36,car,bad,1,36-45,Very High,2-3 years,344.1388888888889,1,0,4,1,1,2,3,1,0.22,780,Excellent
37,male,3,own,unknown,moderate,4712,24,business,good,0,36-45,Medium,1-2 years,196.33333333333334,1,1,4,1,0,2,2,0,0.01,990,Excellent
23,female,2,rent,moderate,moderate,1553,24,radio/TV,good,0,18-25,Low,1-2 years,64.70833333333333,0,2,1,1,5,0,1,0,0.31,690,Good
36,male,2,own,little,little,1372,12,car,bad,1,36-45,Low,<1 year,114.33333333333333,1,1,0,0,1,2,1,4,0.67,329,Very Poor
34,male,2,own,rich,unknown,2578,24,radio/TV,good,0,26-35,Low,1-2 years,107.41666666666667,1,1,3,3,5,1,1,0,0.11,890,Excellent
41,male,2,own,unknown,moderate,3979,48,radio/TV,good,0,36-45,Medium,3-4 years,82.89583333333333,1,1,4,1,5,2,2,2,0.11,890,Excellent
31,female,2,own,little,little,6758,48,radio/TV,bad,1,26-35,High,3-4 years,140.79166666666666,0,1,0,0,5,1,0,2,0.91,89,Very Poor
23,female,1,rent,little,little,3234,24,furniture/equipment,bad,1,18-25,Medium,1-2 years,134.75,0,2,0,0,4,0,2,0,0.7,300,Very Poor
38,male,2,own,little,unknown,5954,30,radio/TV,good,0,36-45,High,2-3 years,198.46666666666667,1,1,0,3,5,2,0,1,0.11,890,Excellent
26,female,3,rent,unknown,unknown,5433,24,car,good,0,26-35,High,1-2 years,226.375,0,2,4,3,1,1,0,0,0.11,890,Excellent
22,female,1,own,little,little,806,15,business,good,0,18-25,Very Low,1-2 years,53.733333333333334,0,1,0,0,0,0,4,0,0.34,659,Good
27,male,1,own,little,moderate,1082,9,radio/TV,good,0,26-35,Low,<1 year,120.22222222222223,1,1,0,1,5,1,1,4,0.04,960,Excellent
24,female,2,own,little,unknown,2788,15,furniture/equipment,good,0,18-25,Low,1-2 years,185.86666666666667,0,1,0,3,4,0,1,0,0.06,940,Excellent
27,female,2,own,little,moderate,2930,12,radio/TV,good,0,26-35,Low,<1 year,244.16666666666666,0,1,0,1,5,1,1,4,0.12,880,Excellent
33,female,2,own,unknown,unknown,1927,24,education,good,0,26-35,Low,1-2 years,80.29166666666667,0,1,4,3,3,1,1,0,0.06,940,Excellent
27,male,2,own,little,moderate,2820,36,car,bad,1,26-35,Low,2-3 years,78.33333333333333,1,1,0,1,1,1,1,1,0.91,89,Very Poor
27,male,1,own,little,unknown,937,24,education,good,0,26-35,Very Low,1-2 years,39.041666666666664,1,1,0,3,3,1,4,0,0.24,760,Excellent
30,male,2,own,little,moderate,1056,18,car,bad,1,26-35,Low,1-2 years,58.666666666666664,1,1,0,1,1,1,1,0,0.93,69,Very Poor
49,male,1,own,little,moderate,3124,12,car,good,0,46-55,Medium,<1 year,260.3333333333333,1,1,0,1,1,3,2,4,0.21,790,Excellent
26,female,2,rent,little,unknown,1388,9,furniture/equipment,good,0,26-35,Low,<1 year,154.22222222222223,0,2,0,3,4,1,1,4,0.04,960,Excellent
33,male,1,rent,little,moderate,2384,36,repairs,bad,1,26-35,Low,2-3 years,66.22222222222223,1,2,0,1,6,1,1,1,0.75,250,Very Poor
52,female,3,free,unknown,unknown,2133,12,car,good,0,46-55,Low,<1 year,177.75,0,0,4,3,1,3,1,4,0.06,940,Excellent
20,female,2,rent,little,little,2039,18,furniture/equipment,bad,1,18-25,Low,1-2 years,113.27777777777777,0,2,0,0,4,0,1,0,0.88,120,Very Poor
36,male,2,rent,little,little,2799,9,car,good,0,36-45,Low,<1 year,311.0,1,2,0,0,1,2,1,4,0.03,970,Excellent
21,male,1,own,little,little,1289,12,furniture/equipment,good,0,18-25,Low,<1 year,107.41666666666667,1,1,0,0,4,0,1,4,0.49,510,Poor
47,male,1,own,little,little,1217,18,domestic appliances,bad,1,46-55,Low,1-2 years,67.61111111111111,1,1,0,0,2,3,1,0,0.96,40,Very Poor
60,male,2,own,little,little,2246,12,furniture/equipment,bad,1,55+,Low,<1 year,187.16666666666666,1,1,0,0,4,4,1,4,0.73,270,Very Poor
58,female,1,own,little,little,385,12,radio/TV,good,0,55+,Very Low,<1 year,32.083333333333336,0,1,0,0,5,4,4,4,0.15,850,Excellent
42,female,2,rent,unknown,moderate,1965,24,car,good,0,36-45,Low,1-2 years,81.875,0,2,4,1,1,2,1,0,0.21,790,Excellent
36,female,1,own,rich,unknown,1572,21,business,good,0,36-45,Low,1-2 years,74.85714285714286,0,1,3,3,0,2,1,0,0.14,860,Excellent
20,female,1,rent,little,moderate,2718,24,car,bad,1,18-25,Low,1-2 years,113.25,0,2,0,1,1,0,1,0,0.92,79,Very Poor
40,male,3,own,unknown,little,1358,24,vacation/others,bad,1,36-45,Low,1-2 years,56.583333333333336,1,1,4,0,7,2,1,0,0.55,449,Very Poor
32,female,1,own,moderate,moderate,931,6,car,bad,1,26-35,Very Low,<1 year,155.16666666666666,0,1,1,1,1,1,4,4,0.92,79,Very Poor
23,female,2,rent,little,little,1442,24,car,bad,1,18-25,Low,1-2 years,60.083333333333336,0,2,0,0,1,0,1,0,0.97,30,Very Poor
36,male,1,own,little,moderate,4241,24,business,bad,1,36-45,Medium,1-2 years,176.70833333333334,1,1,0,1,0,2,2,0,0.98,20,Very Poor
31,male,2,own,little,unknown,2775,18,car,bad,1,26-35,Low,1-2 years,154.16666666666666,1,1,0,3,1,1,1,0,0.13,870,Excellent
32,male,2,free,little,unknown,3863,24,business,good,0,26-35,Medium,1-2 years,160.95833333333334,1,0,0,3,0,1,2,0,0.08,920,Excellent
45,female,2,own,little,moderate,2329,7,radio/TV,good,0,36-45,Low,<1 year,332.7142857142857,0,1,0,1,5,2,1,4,0.03,970,Excellent
30,female,2,own,little,moderate,918,9,furniture/equipment,bad,1,26-35,Very Low,<1 year,102.0,0,1,0,1,4,1,4,4,0.92,79,Very Poor
34,female,1,free,little,moderate,1837,24,education,bad,1,26-35,Low,1-2 years,76.54166666666667,0,0,0,1,3,1,1,0,1.0,0,Very Poor
28,female,3,own,little,unknown,3349,36,furniture/equipment,bad,1,26-35,Medium,2-3 years,93.02777777777777,0,1,0,3,4,1,2,1,0.71,290,Very Poor
23,female,2,own,little,rich,1275,10,furniture/equipment,good,0,18-25,Low,<1 year,127.5,0,1,0,2,4,0,1,4,0.19,810,Excellent
22,male,2,own,quite rich,little,2828,24,furniture/equipment,good,0,18-25,Low,1-2 years,117.83333333333333,1,1,2,0,4,0,1,0,0.16,840,Excellent
74,male,3,own,little,unknown,4526,24,business,good,0,55+,Medium,1-2 years,188.58333333333334,1,1,0,3,0,4,2,0,0.13,870,Excellent
50,female,2,free,moderate,moderate,2671,36,radio/TV,bad,1,46-55,Low,2-3 years,74.19444444444444,0,0,1,1,5,3,1,1,0.82,180,Very Poor
33,male,2,own,little,unknown,2051,18,radio/TV,good,0,26-35,Low,1-2 years,113.94444444444444,1,1,0,3,5,1,1,0,0.12,880,Excellent
45,male,2,free,unknown,unknown,1300,15,car,good,0,36-45,Low,1-2 years,86.66666666666667,1,0,4,3,1,2,1,0,0.04,960,Excellent
22,female,2,own,moderate,little,741,12,domestic appliances,bad,1,18-25,Very Low,<1 year,61.75,0,1,1,0,2,0,4,4,0.99,10,Very Poor
48,female,1,free,moderate,rich,1240,10,car,bad,1,46-55,Low,<1 year,124.0,0,0,1,2,1,3,1,4,0.87,130,Very Poor
29,female,2,own,rich,little,3357,21,radio/TV,good,0,26-35,Medium,1-2 years,159.85714285714286,0,1,3,0,5,1,2,0,0.15,850,Excellent
22,female,2,rent,little,little,3632,24,car,good,0,18-25,Medium,1-2 years,151.33333333333334,0,2,0,0,1,0,2,0,0.28,720,Good
22,female,2,own,little,unknown,1808,18,furniture/equipment,bad,1,18-25,Low,1-2 years,100.44444444444444,0,1,0,3,4,0,1,0,0.69,310,Very Poor
48,male,3,own,unknown,moderate,12204,48,business,good,0,46-55,Very High,3-4 years,254.25,1,1,4,1,0,3,3,2,0.08,920,Excellent
27,male,3,free,unknown,moderate,9157,60,radio/TV,good,0,26-35,High,4+ years,152.61666666666667,1,0,4,1,5,1,0,3,0.1,900,Excellent
37,male,2,rent,little,little,3676,6,car,good,0,36-45,Medium,<1 year,612.6666666666666,1,2,0,0,1,2,2,4,0.1,900,Excellent
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad,1,18-25,Medium,2-3 years,114.7,0,2,1,1,4,0,2,1,0.93,69,Very Poor
49,male,1,own,little,unknown,640,12,car,good,0,46-55,Very Low,<1 year,53.333333333333336,1,1,0,3,1,3,4,4,0.1,900,Excellent
27,male,2,own,little,moderate,3652,21,business,good,0,26-35,Medium,1-2 years,173.9047619047619,1,1,0,1,0,1,2,0,0.56,439,Very Poor
32,male,2,own,little,unknown,1530,18,car,bad,1,26-35,Low,1-2 years,85.0,1,1,0,3,1,1,1,0,0.69,310,Very Poor
38,male,2,own,unknown,unknown,3914,48,business,bad,1,36-45,Medium,3-4 years,81.54166666666667,1,1,4,3,0,2,2,2,0.76,240,Very Poor
22,female,2,rent,little,little,1858,12,furniture/equipment,good,0,18-25,Low,<1 year,154.83333333333334,0,2,0,0,4,0,1,4,0.14,860,Excellent
65,male,2,free,little,little,2600,18,radio/TV,bad,1,55+,Low,1-2 years,144.44444444444446,1,0,0,0,5,4,1,0,0.77,229,Very Poor
35,male,2,own,unknown,unknown,1979,15,radio/TV,good,0,26-35,Low,1-2 years,131.93333333333334,1,1,4,3,5,1,1,0,0.01,990,Excellent
41,male,2,own,little,rich,2116,6,furniture/equipment,good,0,36-45,Low,<1 year,352.6666666666667,1,1,0,2,4,2,1,4,0.03,970,Excellent
29,male,2,own,moderate,moderate,1437,9,car,bad,1,26-35,Low,<1 year,159.66666666666666,1,1,1,1,1,1,1,4,0.61,390,Very Poor
36,male,2,own,quite rich,unknown,4042,42,furniture/equipment,good,0,36-45,Medium,3-4 years,96.23809523809524,1,1,2,3,4,2,2,2,0.08,920,Excellent
64,male,1,own,unknown,unknown,3832,9,education,good,0,55+,Medium,<1 year,425.77777777777777,1,1,4,3,3,4,2,4,0.1,900,Excellent
28,female,2,own,little,little,3660,24,radio/TV,good,0,26-35,Medium,1-2 years,152.5,0,1,0,0,5,1,2,0,0.29,710,Good
44,male,2,own,little,little,1553,18,furniture/equipment,bad,1,36-45,Low,1-2 years,86.27777777777777,1,1,0,0,4,2,1,0,0.97,30,Very Poor
23,male,2,own,unknown,moderate,1444,15,radio/TV,good,0,18-25,Low,1-2 years,96.26666666666667,1,1,4,1,5,0,1,0,0.1,900,Excellent
19,female,2,rent,little,unknown,1980,9,furniture/equipment,bad,1,18-25,Low,<1 year,220.0,0,2,0,3,4,0,1,4,0.73,270,Very Poor
25,female,1,own,little,moderate,1355,24,car,bad,1,18-25,Low,1-2 years,56.458333333333336,0,1,0,1,1,0,1,0,0.98,20,Very Poor
47,male,2,own,little,unknown,1393,12,education,good,0,46-55,Low,<1 year,116.08333333333333,1,1,0,3,3,3,1,4,0.01,990,Excellent
28,female,2,own,quite rich,unknown,1376,24,radio/TV,good,0,26-35,Low,1-2 years,57.333333333333336,0,1,2,3,5,1,1,0,0.05,950,Excellent
21,male,2,own,little,unknown,15653,60,radio/TV,good,0,18-25,Very High,4+ years,260.8833333333333,1,1,0,3,5,0,3,3,0.24,760,Excellent
34,female,2,own,little,unknown,1493,12,radio/TV,good,0,26-35,Low,<1 year,124.41666666666667,0,1,0,3,5,1,1,4,0.02,980,Excellent
26,male,2,own,little,little,4370,42,radio/TV,bad,1,26-35,Medium,3-4 years,104.04761904761905,1,1,0,0,5,1,2,2,0.98,20,Very Poor
27,female,0,own,little,little,750,18,education,bad,1,26-35,Very Low,1-2 years,41.666666666666664,0,1,0,0,3,1,4,0,0.97,30,Very Poor
38,male,1,own,little,moderate,1308,15,repairs,good,0,36-45,Low,1-2 years,87.2,1,1,0,1,6,2,1,0,0.14,860,Excellent
40,male,3,own,moderate,unknown,4623,15,education,bad,1,36-45,Medium,1-2 years,308.2,1,1,1,3,3,2,2,0,0.67,329,Very Poor
33,male,2,own,little,unknown,1851,24,radio/TV,good,0,26-35,Low,1-2 years,77.125,1,1,0,3,5,1,1,0,0.03,970,Excellent
32,male,3,own,little,little,1880,18,radio/TV,good,0,26-35,Low,1-2 years,104.44444444444444,1,1,0,0,5,1,1,0,0.19,810,Excellent
27,male,2,rent,unknown,unknown,7980,36,business,bad,1,26-35,High,2-3 years,221.66666666666666,1,2,4,3,0,1,0,1,0.77,229,Very Poor
32,male,2,own,little,little,4583,30,furniture/equipment,good,0,26-35,Medium,2-3 years,152.76666666666668,1,1,0,0,4,1,2,1,0.24,760,Excellent
26,female,2,own,quite rich,unknown,1386,12,car,bad,1,26-35,Low,<1 year,115.5,0,1,2,3,1,1,1,4,0.06,940,Excellent
38,male,2,free,little,rich,947,24,car,bad,1,36-45,Very Low,1-2 years,39.458333333333336,1,0,0,2,1,2,4,0,0.89,109,Very Poor
40,male,1,rent,little,little,684,12,education,bad,1,36-45,Very Low,<1 year,57.0,1,2,0,0,3,2,4,4,0.88,120,Very Poor
50,male,3,free,little,little,7476,48,education,good,0,46-55,High,3-4 years,155.75,1,0,0,0,3,3,0,2,0.31,690,Good
37,male,1,own,little,moderate,1922,12,furniture/equipment,bad,1,36-45,Low,<1 year,160.16666666666666,1,1,0,1,4,2,1,4,0.8,199,Very Poor
45,male,2,own,little,little,2303,24,car,bad,1,36-45,Low,1-2 years,95.95833333333333,1,1,0,0,1,2,1,0,0.91,89,Very Poor
42,male,3,own,moderate,moderate,8086,36,car,bad,1,36-45,High,2-3 years,224.61111111111111,1,1,1,1,1,2,0,1,0.43,570,Fair
35,male,2,own,little,unknown,2346,24,car,good,0,26-35,Low,1-2 years,97.75,1,1,0,3,1,1,1,0,0.06,940,Excellent
22,male,2,free,little,little,3973,14,car,good,0,18-25,Medium,1-2 years,283.7857142857143,1,0,0,0,1,0,2,0,0.13,870,Excellent
41,male,1,own,little,moderate,888,12,car,bad,1,36-45,Very Low,<1 year,74.0,1,1,0,1,1,2,4,4,0.92,79,Very Poor
37,male,2,own,unknown,unknown,10222,48,radio/TV,good,0,36-45,Very High,3-4 years,212.95833333333334,1,1,4,3,5,2,3,2,0.11,890,Excellent
28,female,2,own,little,moderate,4221,30,business,good,0,26-35,Medium,2-3 years,140.7,0,1,0,1,0,1,2,1,0.87,130,Very Poor
41,male,2,own,little,moderate,6361,18,furniture/equipment,good,0,36-45,High,1-2 years,353.3888888888889,1,1,0,1,4,2,0,0,0.25,750,Excellent
23,male,2,rent,little,rich,1297,12,radio/TV,good,0,18-25,Low,<1 year,108.08333333333333,1,2,0,2,5,0,1,4,0.18,820,Excellent
23,male,2,own,unknown,little,900,12,car,bad,1,18-25,Very Low,<1 year,75.0,1,1,4,0,1,0,4,4,0.91,89,Very Poor
50,male,2,own,little,unknown,2241,21,furniture/equipment,good,0,46-55,Low,1-2 years,106.71428571428571,1,1,0,3,4,3,1,0,0.14,860,Excellent
35,male,3,own,little,moderate,1050,6,furniture/equipment,good,0,26-35,Low,<1 year,175.0,1,1,0,1,4,1,1,4,0.28,720,Good
50,female,1,own,little,rich,1047,6,education,good,0,46-55,Low,<1 year,174.5,0,1,0,2,3,3,1,4,0.39,610,Fair
27,male,3,own,little,unknown,6314,24,vacation/others,good,0,26-35,High,1-2 years,263.0833333333333,1,1,0,3,7,1,0,0,0.27,730,Good
34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,0,26-35,Medium,2-3 years,116.53333333333333,1,1,3,1,4,1,2,1,0.09,910,Excellent
27,female,2,own,little,unknown,3609,48,business,good,0,26-35,Medium,3-4 years,75.1875,0,1,0,3,0,1,2,2,0.16,840,Excellent
43,male,2,rent,little,little,4843,12,car,bad,1,36-45,Medium,<1 year,403.5833333333333,1,2,0,0,1,2,2,4,0.42,580,Fair
47,male,2,own,little,rich,3017,30,radio/TV,good,0,46-55,Medium,2-3 years,100.56666666666666,1,1,0,2,5,3,2,1,0.17,830,Excellent
27,male,1,own,moderate,unknown,4139,24,business,good,0,26-35,Medium,1-2 years,172.45833333333334,1,1,1,3,0,1,2,0,0.08,920,Excellent
31,male,2,own,moderate,unknown,5742,36,business,good,0,26-35,High,2-3 years,159.5,1,1,1,3,0,1,0,1,0.16,840,Excellent
42,male,3,own,little,unknown,10366,60,car,good,0,36-45,Very High,4+ years,172.76666666666668,1,1,0,3,1,2,3,3,0.09,910,Excellent
24,male,2,own,quite rich,unknown,2080,6,car,good,0,18-25,Low,<1 year,346.6666666666667,1,1,2,3,1,0,1,4,0.03,970,Excellent
41,male,1,own,quite rich,unknown,2580,21,business,bad,1,36-45,Low,1-2 years,122.85714285714286,1,1,2,3,0,2,1,0,0.79,209,Very Poor
26,female,3,rent,little,unknown,4530,30,radio/TV,good,0,26-35,Medium,2-3 years,151.0,0,2,0,3,5,1,2,1,0.11,890,Excellent
33,male,2,own,little,unknown,5150,24,furniture/equipment,good,0,26-35,High,1-2 years,214.58333333333334,1,1,0,3,4,1,0,0,0.05,950,Excellent
24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,1,18-25,High,4+ years,77.70833333333333,1,1,1,1,5,0,0,3,0.57,430,Very Poor
64,male,1,rent,little,little,2384,24,radio/TV,good,0,55+,Low,1-2 years,99.33333333333333,1,2,0,0,5,4,1,0,0.49,510,Poor
26,female,2,own,little,unknown,1453,18,radio/TV,good,0,26-35,Low,1-2 years,80.72222222222223,0,1,0,3,5,1,1,0,0.03,970,Excellent
56,female,2,own,little,unknown,1538,6,education,good,0,55+,Low,<1 year,256.3333333333333,0,1,0,3,3,4,1,4,0.03,970,Excellent
37,male,2,free,unknown,unknown,2279,12,radio/TV,good,0,36-45,Low,<1 year,189.91666666666666,1,0,4,3,5,2,1,4,0.1,900,Excellent
33,male,2,own,little,unknown,1478,15,radio/TV,good,0,26-35,Low,1-2 years,98.53333333333333,1,1,0,3,5,1,1,0,0.01,990,Excellent
47,male,2,free,little,unknown,5103,24,radio/TV,good,0,46-55,High,1-2 years,212.625,1,0,0,3,5,3,0,0,0.14,860,Excellent
31,male,1,own,moderate,moderate,9857,36,business,good,0,26-35,High,2-3 years,273.80555555555554,1,1,1,1,0,1,0,1,0.15,850,Excellent
34,male,2,free,unknown,unknown,6527,60,car,good,0,26-35,High,4+ years,108.78333333333333,1,0,4,3,1,1,0,3,0.03,970,Excellent
27,male,2,own,unknown,rich,1347,10,radio/TV,good,0,26-35,Low,<1 year,134.7,1,1,4,2,5,1,1,4,0.07,929,Excellent
30,male,2,free,moderate,moderate,2862,36,car,good,0,26-35,Low,2-3 years,79.5,1,0,1,1,1,1,1,1,0.23,770,Excellent
35,male,2,own,moderate,unknown,2753,9,radio/TV,good,0,26-35,Low,<1 year,305.8888888888889,1,1,1,3,5,1,1,4,0.01,990,Excellent
31,male,2,own,rich,little,3651,12,car,good,0,26-35,Medium,<1 year,304.25,1,1,3,0,1,1,2,4,0.06,940,Excellent
25,male,2,own,little,little,975,15,furniture/equipment,good,0,18-25,Very Low,1-2 years,65.0,1,1,0,0,4,0,4,0,0.28,720,Good
25,female,1,own,moderate,moderate,2631,15,repairs,good,0,18-25,Low,1-2 years,175.4,0,1,1,1,6,0,1,0,0.6,400,Very Poor
29,male,2,own,moderate,moderate,2896,24,radio/TV,good,0,26-35,Low,1-2 years,120.66666666666667,1,1,1,1,5,1,1,0,0.19,810,Excellent
44,male,1,own,unknown,little,4716,6,car,good,0,36-45,Medium,<1 year,786.0,1,1,4,0,1,2,2,4,0.09,910,Excellent
28,male,2,own,little,unknown,2284,24,radio/TV,good,0,26-35,Low,1-2 years,95.16666666666667,1,1,0,3,5,1,1,0,0.01,990,Excellent
50,male,2,rent,quite rich,unknown,1236,6,car,good,0,46-55,Low,<1 year,206.0,1,2,2,3,1,3,1,4,0.0,1000,Excellent
29,male,2,own,little,moderate,1103,12,radio/TV,good,0,26-35,Low,<1 year,91.91666666666667,1,1,0,1,5,1,1,4,0.22,780,Excellent
38,female,0,own,little,unknown,926,12,car,good,0,36-45,Very Low,<1 year,77.16666666666667,0,1,0,3,1,2,4,4,0.1,900,Excellent
24,male,2,own,little,unknown,1800,18,radio/TV,good,0,18-25,Low,1-2 years,100.0,1,1,0,3,5,0,1,0,0.22,780,Excellent
40,male,3,rent,little,rich,1905,15,education,good,0,36-45,Low,1-2 years,127.0,1,2,0,2,3,2,1,0,0.59,410,Very Poor
29,female,1,rent,quite rich,unknown,1123,12,furniture/equipment,bad,1,26-35,Low,<1 year,93.58333333333333,0,2,2,3,4,1,1,4,0.7,300,Very Poor
46,male,2,free,little,little,6331,48,car,bad,1,46-55,High,3-4 years,131.89583333333334,1,0,0,0,1,3,0,2,0.91,89,Very Poor
47,female,2,free,moderate,rich,1377,24,radio/TV,good,0,46-55,Low,1-2 years,57.375,0,0,1,2,5,3,1,0,0.24,760,Excellent
41,male,2,own,moderate,moderate,2503,30,business,good,0,36-45,Low,2-3 years,83.43333333333334,1,1,1,1,0,2,1,1,0.16,840,Excellent
32,female,2,own,little,moderate,2528,27,business,good,0,26-35,Low,2-3 years,93.62962962962963,0,1,0,1,0,1,1,1,0.37,630,Fair
35,female,2,free,quite rich,unknown,5324,15,car,good,0,26-35,High,1-2 years,354.93333333333334,0,0,2,3,1,1,0,0,0.07,929,Excellent
24,male,2,own,moderate,moderate,6560,48,car,bad,1,18-25,High,3-4 years,136.66666666666666,1,1,1,1,1,0,0,2,0.86,140,Very Poor
25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,1,18-25,Low,<1 year,247.41666666666666,0,2,0,1,4,0,1,4,0.74,260,Very Poor
25,female,2,own,little,moderate,1206,9,radio/TV,good,0,18-25,Low,<1 year,134.0,0,1,0,1,5,0,1,4,0.05,950,Excellent
37,male,1,own,little,moderate,2118,9,radio/TV,good,0,36-45,Low,<1 year,235.33333333333334,1,1,0,1,5,2,1,4,0.03,970,Excellent
32,male,3,own,quite rich,unknown,629,18,radio/TV,good,0,26-35,Very Low,1-2 years,34.94444444444444,1,1,2,3,5,1,4,0,0.06,940,Excellent
35,female,2,free,little,little,1198,6,education,bad,1,26-35,Low,<1 year,199.66666666666666,0,0,0,0,3,1,1,4,0.92,79,Very Poor
46,male,3,own,unknown,unknown,2476,21,car,good,0,46-55,Low,1-2 years,117.9047619047619,1,1,4,3,1,3,1,0,0.04,960,Excellent
25,male,1,own,little,little,1138,9,radio/TV,good,0,18-25,Low,<1 year,126.44444444444444,1,1,0,0,5,0,1,4,0.05,950,Excellent
27,male,3,own,little,moderate,14027,60,car,bad,1,26-35,Very High,4+ years,233.78333333333333,1,1,0,1,1,1,3,3,0.96,40,Very Poor
63,male,2,own,unknown,unknown,7596,30,car,good,0,55+,High,2-3 years,253.2,1,1,4,3,1,4,0,1,0.28,720,Good
40,male,2,own,unknown,unknown,3077,30,radio/TV,good,0,36-45,Medium,2-3 years,102.56666666666666,1,1,4,3,5,2,2,1,0.01,990,Excellent
32,male,3,free,little,unknown,1505,18,radio/TV,good,0,26-35,Low,1-2 years,83.61111111111111,1,0,0,3,5,1,1,0,0.17,830,Excellent
31,male,2,own,unknown,rich,3148,24,radio/TV,good,0,26-35,Medium,1-2 years,131.16666666666666,1,1,4,2,5,1,2,0,0.07,929,Excellent
31,male,2,own,moderate,moderate,6148,20,car,good,0,26-35,High,1-2 years,307.4,1,1,1,1,1,1,0,0,0.1,900,Excellent
34,male,3,own,little,rich,1337,9,radio/TV,bad,1,26-35,Low,<1 year,148.55555555555554,1,1,0,2,5,1,1,4,0.66,339,Very Poor
24,female,2,rent,rich,moderate,433,6,education,bad,1,18-25,Very Low,<1 year,72.16666666666667,0,2,3,1,3,0,4,4,0.83,170,Very Poor
24,female,1,own,little,little,1228,12,car,bad,1,18-25,Low,<1 year,102.33333333333333,0,1,0,0,1,0,1,4,0.98,20,Very Poor
66,female,1,own,quite rich,moderate,790,9,radio/TV,good,0,55+,Very Low,<1 year,87.77777777777777,0,1,2,1,5,4,4,4,0.15,850,Excellent
21,female,2,rent,little,unknown,2570,27,car,bad,1,18-25,Low,2-3 years,95.18518518518519,0,2,0,3,1,0,1,1,0.26,740,Good
41,female,1,own,rich,unknown,250,6,car,good,0,36-45,Very Low,<1 year,41.666666666666664,0,1,3,3,1,2,4,4,0.22,780,Excellent
47,male,1,own,quite rich,unknown,1316,15,radio/TV,good,0,46-55,Low,1-2 years,87.73333333333333,1,1,2,3,5,3,1,0,0.06,940,Excellent
25,female,2,rent,little,little,1882,18,radio/TV,bad,1,18-25,Low,1-2 years,104.55555555555556,0,2,0,0,5,0,1,0,0.87,130,Very Poor
59,female,2,rent,little,moderate,6416,48,business,bad,1,55+,High,3-4 years,133.66666666666666,0,2,0,1,0,4,0,2,0.83,170,Very Poor
36,male,2,own,rich,rich,1275,24,business,good,0,36-45,Low,1-2 years,53.125,1,1,3,2,0,2,1,0,0.58,420,Very Poor
33,male,2,own,little,moderate,6403,24,radio/TV,good,0,26-35,High,1-2 years,266.7916666666667,1,1,0,1,5,1,0,0,0.2,800,Excellent
21,male,1,rent,little,little,1987,24,radio/TV,bad,1,18-25,Low,1-2 years,82.79166666666667,1,2,0,0,5,0,1,0,0.86,140,Very Poor
44,female,1,own,little,moderate,760,8,radio/TV,good,0,36-45,Very Low,<1 year,95.0,0,1,0,1,5,2,4,4,0.04,960,Excellent
28,female,2,rent,rich,unknown,2603,24,car,good,0,26-35,Low,1-2 years,108.45833333333333,0,2,3,3,1,1,1,0,0.06,940,Excellent
37,female,2,own,little,unknown,3380,4,car,good,0,36-45,Medium,<1 year,845.0,0,1,0,3,1,2,2,4,0.01,990,Excellent
